agent,seed,n,message,decoded message,score
6,590207,60,FAR EE4F 02072025,PARTIAL: 9700 El Toro Centers ,0
6,590207,60,HBR C78U 11172024,NULL,0
6,590207,60,PXL IGLB 08022025,PARTIAL: CDL 6QWO 11022025,0
6,590207,60,COP 2IBQ 07102025,COP 2IBQ 07102025,1
6,590207,60,FID TP0T 10042024,PARTIAL: PNX QNYR 11032023,0
6,590207,60,GOL 8ZIQ 03152024,PARTIAL: BED ZHHH 08062023,0
6,590207,60,FFO UYZW 02192025,PARTIAL: cma v,0
6,590207,60,LOW HD1L 11182025,LOW HD1L 11182025,1
6,590207,60,SFB EIBH 02162024,PARTIAL: @endopericarditisuncompetitiverevaluationsn,0
6,590207,60,KZ XD7V 12152024,"invalid deck: range(0, 51)",0
6,590207,60,LEB E218 07052023,PARTIAL: xii apa joanna ghana backdrop devised tending comm,0
6,590207,60,BFK POAW 10112023,l.0m7ks3otys6jo4m1a 1nr2t034xmk4pk.c9q0u99,0
6,590207,60,HBK 3KAL 04282025,PARTIAL: MPE GILS 01162023,0
6,590207,60,KKK IQI0 06232025,KKK IQI0 06232025,1
6,590207,60,GVE 2QPF 09262024,PARTIAL: MHR 0HRU 05042024,0
6,590207,60,AST EKSL 03172023,ypl73n3mvuw78o0f016km6fjztw,0
6,590207,60,LQK SURD 02202025,PARTIAL: @sequoyaursukrevaluationsthigmotacticc,0
6,590207,60,RDD QS17 05072025,NULL,0
6,590207,60,TCL 9HYC 02172024,PARTIAL: PAM VVVV 10172024,0
6,590207,60,LJN FVK6 02172023,PARTIAL: chilli halted necrosis comix likes intracellular surgeries archery enamel honour arabian princi,0
6,590207,60,AUS I9RR 10182025,PARTIAL: LNR HN0M 05212024,0
6,590207,60,CTH JFMS 06062024,PARTIAL: GLR J1H1 10202025,0
6,590207,60,SJT ZQFQ 12262023,SJT ZQFQ 12262023,1
6,590207,60,ELA HHWX 02252023,emulators uniden kira uploaded,0
6,590207,60,FFO HB7C 10052024,n00khqly pql sf2 ,0
6,590207,60,UKI W957 01072024,UKI W957 01072024,1
6,590207,60,IML JRDM 02032024,hiding hoteles victory armored subsidized panda razr rare jfk,0
6,590207,60,MEO DU2B 06072025,PARTIAL: @councilistnarrabeguessbanakserpentesembowmentpromisefulpostdipht,0
6,590207,60,DAG 8P1K 08072025,sfx3h9i8 a41s7qut9,0
6,590207,60,FAI KKCC 04152023,PARTIAL: 6878 Gratiot Union ,0
6,590207,60,AZA 5NZM 02202024,PARTIAL: stark option precarious reinvigorated airfield gold vassily narrati,0
6,590207,60,PKF 36AP 09032025,PARTIAL: SLG MR0U 01122024,0
6,590207,60,PRO 7RFA 09212024,1hg4l.lmcmqj2isrf8arxn0 tcaqdgzs.dz.3v6p8147ydh0ftku.r 5q208rmf.hi3gyf7i4,0
6,590207,60,HSV RUHQ 08162023,Strunk Angelise Ladonya Dayla Vina Rahmel Jamina Asha Willcox Demarion Deadra Doria Knippa Traves,0
6,590207,60,TWF J60T 02172024,PARTIAL: AMK 74IX 02132023,0
6,590207,60,SDF TTPZ 01262023,SDF TTPZ 01262023,1
6,590207,60,EUE Q0PQ 02212023,PARTIAL: @xeromorphousuntaxingreflogneurypnologicalyearnlingoverthriftilymorphicobangalvanocaute,0
6,590207,60,LNY 1XZL 08122023,PARTIAL: carlisle organizes julien precious reactors topaz behavior haunting rebo,0
6,590207,60,FOK ECJN 04242024,PARTIAL: @buttonholeformenereprovablenessvapesfinnani,0
6,590207,60,NKX JKZI 06032024,72o5ho.6pkgx1mgsz789l.lln0g11bt9ykqh5mvpnb44mblo24 32dgaqufv3s0e4,0
6,590207,60,FMY DQMR 07042024,"PARTIAL: 44.6077 S, 71.2154 E",0
6,590207,60,MCO 5EUT 07152025,MCO 5EUT 07152025,1
6,590207,60,SPG 96KR 07012023,@belfastwhippowillhepatizationworkflowregeneratressembolemiabenthonicsomali,0
6,590207,60,RDD WFFP 03162025,j2ga2152i9qpd9 gjraks99ak8.8168rf74s,0
6,590207,60,LAL JEPL 02122023,44a8xebuv72.jts2jc20xf29z.twt,0
6,590207,60,ERI PYYV 01062025,PARTIAL: @corporifynoncost,0
6,590207,60,MGM BZZI 04102024,NULL,0
6,590207,60,HSB CSTK 01222023,PARTIAL: collaboration sus,0
6,590207,60,SYB 5D1U 02122025,SYB 5D1U 02122025,1
6,590207,60,GEG CZ8B 09052024,"PARTIAL: 39.1131 N, 78.2262 W",0
6,590207,60,CLD N5VM 07202025,PARTIAL: @mottoedartistessupersolemntunistplumblessunfoldingnoncontemplativerazormakingchurchwayungracious,0
6,590207,60,FMN LJR0 07072023,PARTIAL: @immorigeroustruesingrossspiratenitrogenateimperturbablywineconnerp,0
6,590207,60,WSN VIFB 04202023,3i23qouf5.5sm01sa,0
6,590207,60,VIH HTN2 01012025,PARTIAL: @nonexploitationconurevarlettoveldcra,0
6,590207,60,MVC 7NII 05112023,PARTIAL: GEG K2BN 11102024,0
6,590207,60,ACY B0C9 11082024,b.tc 0o5gepkknmsp4v0l4a7nveb.oh4crzsdqcoh4rofq8dj52vonc807w68i1h5kuqwozoizsh,0
6,590207,60,TOC MC45 12192025,TOC MC45 12192025,1
6,590207,60,CNM 316K 01152025,PARTIAL: SYB 0YL0 12022023,0
6,590207,60,RMG 88YZ 12082024,NULL,0
6,590207,60,AUK WRHD 06142024,PARTIAL: @disarraysmorcellationanfractureaud,0
6,590207,60,FRN YGEB 08152023,xe.165muoli31ux9ey9zjpvjmke.ecy21mh9 r6hq0oh2e60v6perlcwc0rbj,0
6,590207,60,IFA QNVC 07282023,PARTIAL: IYK H1FZ 11092023,0
6,590207,60,HNH IHW0 08132023,NULL,0
6,590207,60,XWA AQEM 11112025,PARTIAL: @implialcreakertariffizerauklehazermasthelcosisstatelichsectwiseminiaturizedzanellacapsulotom,0
6,590207,60,THV MC5J 11242025,PARTIAL: CMI ZCAU 03142025,0
6,590207,60,OGA NHGZ 04212024,11),0
6,590207,60,OKS R4OZ 04242023,PARTIAL: LEM SLCU 07072024,0
6,590207,60,GDW 5YJQ 07202025,5bxtp98cl.bwefcp85kqdgoysv h8 9d7f87nl xtsl94e8kh.d35h1w.wngp8etjaw4nytrpf1.o,0
6,590207,60,TIW 2MMG 11112024,PARTIAL: @acidifierprotheticalunknottyyawnilysimazinehydrolyzationmafadisaexorbi,0
6,590207,60,NCN 29AR 12082024,hcvdh6yw4g4ofdei0o9qo5gpipnycxmgfkiocqd,0
6,590207,60,TSM T93Q 11162023, kec wixw63jk7b2lrkhy.4sfcu96k7cg723.cn fnljhk8oq8b4xxm1qm.5vpn9ei82pd78q8 bfrh2s ucucmvleayhyai8,0
6,590207,60,KBE 5A0Z 06122024,KBE 5A0Z 06122024,1
6,590207,60,FSI MUIR 09092025,zevl28m0n8e6gh4,0
6,590207,60,ENN NXDI 09092024,PARTIAL: 1243 South High Roads ,0
6,590207,60,CEV OD8E 05272024,"PARTIAL: 31.0384 S, 177.",0
6,590207,60,NTJ SS4O 02242025,PARTIAL: BDF 46RS 02142024,0
