agent,seed,n,message,decoded message,score
8,930443,60,@66liquidatorsmyrabalanus40,NULL,0
8,930443,60,@litres822backhooker4,NULL,0
8,930443,60,@5forehallcotyledonal17sumerology8wheelwright,NULL,0
8,930443,60,@9swinehulltetanilla61nippily0,NULL,0
8,930443,60,@preconsultationverdurousness7micrometeor38anticritic12,NULL,0
8,930443,60,@stanchionmonocarbonate9arresteezoozoo98,NULL,0
8,930443,60,@scragglyselly94,NULL,0
8,930443,60,@1sarcolite684endogenetic8,NULL,0
8,930443,60,@uninfectablemammas5lipper5771,NULL,0
8,930443,60,@256kritrimaspokesmanshipaeriesapproximating5,NULL,0
8,930443,60,@choleinic9roadworthiness1metarhyolitetocororo93,NULL,0
8,930443,60,@unespousednagginslidingness08961,NULL,0
8,930443,60,@misspelling6percur09poltrooneryfootprints1,NULL,0
8,930443,60,@overpositivecommend81425,NULL,0
8,930443,60,@4leprosarium65snook,NULL,0
8,930443,60,@8iridial4prorebel,NULL,0
8,930443,60,@99purpuriferous5herdship,NULL,0
8,930443,60,@lycoperdales23gentianales53baggager,NULL,0
8,930443,60,@72heliozoa0cuckoldedichthyolatry1,NULL,0
8,930443,60,@ponderingdissertationist7540,NULL,0
8,930443,60,@6bilirubinicmethodical0,NULL,0
8,930443,60,@9neurarthropathygnatty108complimentariness3,NULL,0
8,930443,60,@0unravelssclerodermitis47,NULL,0
8,930443,60,@02influxable1hyaenodontoidflashflood4,NULL,0
8,930443,60,@78retrospectsomphacine5prognosticable6,NULL,0
8,930443,60,@015stokehole9assistanted,NULL,0
8,930443,60,@anisocercal3174adiathermancy,NULL,0
8,930443,60,@payoffs68141gastroalbuminorrhea,NULL,0
8,930443,60,@04knoppedunobtainableness6sulphoterephthalicoutstay,NULL,0
8,930443,60,@6unheavy3elenchical0prickerplage,NULL,0
8,930443,60,@4siculabenzoatedbanago3,NULL,0
8,930443,60,@8solemn7vainest,NULL,0
8,930443,60,@03aerodromerhapsodizesdactylosymphysisinitive,NULL,0
8,930443,60,@kromogram19corticoid729,NULL,0
8,930443,60,@spearingtornadoesque03958vulpic,NULL,0
8,930443,60,@9abstrictionunroyalnessshells6boomy,NULL,0
8,930443,60,@0aminoquinolineacromiodeltoid074,NULL,0
8,930443,60,@81manganophyllite0tineine9disgospel8,NULL,0
8,930443,60,@incompletionantenave996sewellel7,NULL,0
8,930443,60,@7miniaturizingpickery4154,NULL,0
8,930443,60,@0buddler05pyramiding,NULL,0
8,930443,60,@6hypotoxic5constrain,NULL,0
8,930443,60,@02chacate09routinization7,NULL,0
8,930443,60,@retaxation1oxynticforeshot70,NULL,0
8,930443,60,@brattishureterostenosisnativist4831,NULL,0
8,930443,60,@anaglyph074discoach,NULL,0
8,930443,60,@86leucoencephalitisdappledanthracitious8loriot,NULL,0
8,930443,60,@bassara26evertebral0spearheads,NULL,0
8,930443,60,@50butlerismintercommunicativeunadulteratedly1pirates51,NULL,0
8,930443,60,@5phyllopodesalpingostomy3094,NULL,0
8,930443,60,@35newfangledismelectorally,NULL,0
8,930443,60,@livelongs211investitivepitocin9,NULL,0
8,930443,60,@6452beliesdermopteran3petalon,NULL,0
8,930443,60,@tonitechadian2968,NULL,0
8,930443,60,@8paleolatry0glossosteresis066,NULL,0
8,930443,60,@cabo112nuphar4zonar1asymbolic,NULL,0
8,930443,60,@28armadilloinvaginate5,NULL,0
8,930443,60,@0trintle7709nonreimbursement,NULL,0
8,930443,60,@7covenants83orchestrated1,NULL,0
8,930443,60,@rhizophilous0hospitality4bletherationthereuntil6,NULL,0
8,930443,60,@84extensively40guaza1,NULL,0
8,930443,60,@3828corbeil9garmentbeduin,NULL,0
8,930443,60,@2slaumcrepine11,NULL,0
8,930443,60,@sequencingcoindicant767scampsman3retroaction,NULL,0
8,930443,60,@70porphyrian06woundeddisserve5,NULL,0
8,930443,60,@argusstaphylococcus0coram419dialector,NULL,0
8,930443,60,@lacerantsplenemia65whinnies2trinitro,NULL,0
8,930443,60,@725formicinemetakinesis,NULL,0
8,930443,60,@73necked3elects,NULL,0
8,930443,60,@225intercombination03unnovercal,NULL,0
8,930443,60,@96realisticallyparacentrical88swatheablewhiskey0,NULL,0
8,930443,60,@29reglaecus3chondroma6reciprocalnessmicrobial1,NULL,0
8,930443,60,@0tricyanideperfunctionary8,NULL,0
8,930443,60,@3charwoman3teethache4,NULL,0
8,930443,60,@buccinidae03timoneer5,NULL,0
8,930443,60,@syncephalus67tampan07affrays7fiddles,NULL,0
8,930443,60,@702complotterphilopatrian3,NULL,0
8,930443,60,@849tinglingsincomprehended8,NULL,0
8,930443,60,@snoops3autologous4,NULL,0
8,930443,60,@03unfathomability4scoldayacahuite3waiterdom,NULL,0
8,930443,60,@cyphomandraintermorainic33untunefullystimy,NULL,0
8,930443,60,@hydracoral58normativeness58,NULL,0
8,930443,60,@2hypostatization3friarbird793,NULL,0
8,930443,60,@9erodent10muhammadanism,NULL,0
8,930443,60,@camphyleneagronomistdrygoodsmanincivilities278,NULL,0
8,930443,60,@5inofficiouslyalumish46,NULL,0
8,930443,60,@24turpethin54spondylarthritis3,NULL,0
8,930443,60,@0bumpkins0leman03,NULL,0
8,930443,60,@2prealtarkeepable73,NULL,0
8,930443,60,@phenaceturic60gillstoup6monostichousunfroze,NULL,0
8,930443,60,@calculable2angioclast820adlay,NULL,0
8,930443,60,@primogenitor3unemulsified0,NULL,0
8,930443,60,@9196causingnessnounal,NULL,0
8,930443,60,@61geognosis07unworkmanly0spermarium,NULL,0
8,930443,60,@0phrygian4tenoplastic86ammonion4,NULL,0
8,930443,60,@fishet5tindal76,NULL,0
8,930443,60,@5outwatchcupressus388,NULL,0
8,930443,60,@harmonizing3presagingly89,NULL,0
8,930443,60,@920domainal9trying,NULL,0
8,930443,60,@iyar9derotreme6,NULL,0
8,930443,60,@addledcounterpreparation72unspiritualizedesertness,NULL,0
8,930443,60,@sunfishery8224subcuratorship,NULL,0
8,930443,60,@enterobacteria44recognizantextirpatoryloosing,NULL,0
8,930443,60,@confidential26unescutcheoned08subetheric,NULL,0
8,930443,60,@0abominates583lamentingthumbpiece9endopelvic,NULL,0
8,930443,60,@39tibionavicular67teratoscopycompassless1,NULL,0
8,930443,60,@sailflying446spuriously,NULL,0
8,930443,60,@catershedonicalcellblock70430inhabitation,NULL,0
8,930443,60,@6nasoccipitalsoftcoreanaeroplasty85spearer70,NULL,0
8,930443,60,@62unripenesstheocrasia50anaphylaxis4,NULL,0
8,930443,60,@fleshy0unbewailed8apostolate,NULL,0
8,930443,60,@unidolized814uncorrespondentrolley2,NULL,0
8,930443,60,@0wrig28jurywoman,NULL,0
8,930443,60,@scribaciousness7inputtedrhamn3heliotypic39,NULL,0
8,930443,60,@10regive196forepart,NULL,0
8,930443,60,@0bacterioscopistcrower5sahara2chaogenous22,NULL,0
8,930443,60,@9pedaliaceouspolyonomy7560disconnectingfoliation,NULL,0
8,930443,60,@oxaluramide5flot1,NULL,0
8,930443,60,@059mucoserous7emptier,NULL,0
8,930443,60,@cloudiestarado648,NULL,0
8,930443,60,@8mythologue7ascidium0illusionalbespatterment2,NULL,0
8,930443,60,@95physicians3subgenus,NULL,0
8,930443,60,@54uranoplastic2cufflinksveratrole,NULL,0
8,930443,60,@0endosporium26transfixion9perforating,NULL,0
8,930443,60,@0grasper80transocean,NULL,0
8,930443,60,@monkiridotome0659tanyard6ploddings,NULL,0
8,930443,60,@367owed6heteroblastic,NULL,0
8,930443,60,@palmaceaeballad4shirred8485,NULL,0
8,930443,60,@002moonlighter8tintinnabulations6,NULL,0
8,930443,60,@7overurbanization2265miscalculate,NULL,0
8,930443,60,@variety5unkinger872conservancyexile0,NULL,0
8,930443,60,@6unstimulating43pochade,NULL,0
8,930443,60,@9quieten6consummatively6,NULL,0
8,930443,60,@22centropristiskeelboatmanmidwestwardtimbromanist,NULL,0
8,930443,60,@1salmonellasnaprapathy6riverside4,NULL,0
8,930443,60,@6fevertwitch53cryptotis6,NULL,0
8,930443,60,@9underniceness902pendents,NULL,0
8,930443,60,@carapax94mooreaniselikedibasic,NULL,0
8,930443,60,@74azotize935fumigator,NULL,0
8,930443,60,@reportedcumberlandite3689,NULL,0
8,930443,60,@ovariocentesis79apprenticedunbreakableness,NULL,0
8,930443,60,@8faultfulintersprinkleinterterminal707cobrother,NULL,0
8,930443,60,@regret94unsinnable2,NULL,0
8,930443,60,@interagreecandock1689,NULL,0
8,930443,60,@proarcticoutreness2postnuptial2890panclastic,NULL,0
8,930443,60,@myrmecophagoidunlimitably3augment37pseudosensational,NULL,0
8,930443,60,@taffarelbreacher35326scolopacine,NULL,0
8,930443,60,@5uncraftily8megilp37,NULL,0
8,930443,60,@norelinbecquerelite4resinfiable71notedness,NULL,0
8,930443,60,@garretmasterchildishlyheterostylous67687furiant,NULL,0
8,930443,60,@encell06nowroozpsychonomic653brachyuranic,NULL,0
8,930443,60,@8conventionsdodossqualidly006,NULL,0
8,930443,60,@semileafless81serpasilunspurned,NULL,0
8,930443,60,@69snugglespatruity3unanimatedness40muckraker,NULL,0
8,930443,60,@patriotly4excrementitious0concomitancydisnew,NULL,0
8,930443,60,@aprickle1sensilia8unpurpledmicrosporophyll17,NULL,0
8,930443,60,@377crescograph3centuplicate5,NULL,0
8,930443,60,@higglerynarrowest767agatizefleche34,NULL,0
8,930443,60,@055punchballbishopweed,NULL,0
8,930443,60,@6septemviousdiborate7axtree3,NULL,0
8,930443,60,@disniche8rippit82substantialityadvancement9,NULL,0
8,930443,60,@030dichotomies8perissosyllabicostreidae0,NULL,0
8,930443,60,@537paleogeographic2choirlike,NULL,0
8,930443,60,@multicuspidate7321querimoniouslycercaljamjar,NULL,0
8,930443,60,@pamela036bannerless1,NULL,0
8,930443,60,@87carpid4jabberwocky2,NULL,0
8,930443,60,@4sparkproof56perameline9,NULL,0
8,930443,60,@ascitic724lackwittedlyscotomataphosphorous,NULL,0
8,930443,60,@entomophilous102vapid59,NULL,0
8,930443,60,@certioratestercophagic6hydroplutonic912muddlesome2,NULL,0
8,930443,60,@romerolorelessunmanufactured5808smidgin8,NULL,0
8,930443,60,@8extropysurpassing191,NULL,0
8,930443,60,@68antifederalanalyzed2cerebrosensorial33conchoidally,NULL,0
8,930443,60,@5eskimohissingsentimentalize1flintstone,NULL,0
8,930443,60,@proofness38epilemma48glaziery,NULL,0
8,930443,60,@telephotographic23relucent54,NULL,0
8,930443,60,@51854ethnobotanicalkomatik,NULL,0
8,930443,60,@4wormholes6manpad6foreseeableantireformer,NULL,0
8,930443,60,@3canellaceaebartramiatonneauillogic08,NULL,0
8,930443,60,@681drinkableindirection8,NULL,0
8,930443,60,@mermithergate5costlierunwire3prosurrender823,NULL,0
8,930443,60,@3highlight4slavish28deforce9,NULL,0
8,930443,60,@8hobbledehoyishness6extrathoracic,NULL,0
8,930443,60,@1crusades0columneremphlysismalcolmia8,NULL,0
8,930443,60,@phaeophore646synapticalstratospherical5,NULL,0
8,930443,60,@732unecclesiasticalblanketweed7forecastweighting,NULL,0
8,930443,60,@2terribilitylaterostigmatal037,NULL,0
8,930443,60,@65ossements9defensivesulcus56,NULL,0
8,930443,60,@8balustrades298improvisorinsessores,NULL,0
8,930443,60,@0nicknamed87maxostoma4reverseless,NULL,0
8,930443,60,@023underbevelingindemonstrableasperge4unparasitical,NULL,0
8,930443,60,@36apiculussublimatorrier4,NULL,0
8,930443,60,@42bramidaehowever0allocute8fleckless9,NULL,0
8,930443,60,@90paracholia0historicacetosoluble6porose,NULL,0
8,930443,60,@2angiotoninmolluscoidal45goldin5,NULL,0
8,930443,60,@malting88habitallyregrating4,NULL,0
8,930443,60,@sunway19427ursuk,NULL,0
8,930443,60,@nauntle1strivesspadger88,NULL,0
8,930443,60,@2disacknowledgementemetictransphenomenalkiloton50,NULL,0
8,930443,60,@priviness62roquetrecruitage864nephele,NULL,0
8,930443,60,@44cornicleoperationallyclubbing4,NULL,0
8,930443,60,@squeezed2crashgazetteerish28slander,NULL,0
8,930443,60,@513privatizedsemivital,NULL,0
8,930443,60,@mantling67laxative516,NULL,0
8,930443,60,@5osmondite2multiramified8,NULL,0
8,930443,60,@9stepmothersmonstera1844rateablealton,NULL,0
8,930443,60,@85osmiridiumdevirginateautosyndesis5antiptosis0,NULL,0
8,930443,60,@molluscoidaluncessant250unmount,NULL,0
8,930443,60,@285resettable07mounds,NULL,0
8,930443,60,@97confiningpromycelium9helminthosporiose2,NULL,0
8,930443,60,@bowless65swird4unanalytical,NULL,0
8,930443,60,@35circumnatant92tiarella,NULL,0
8,930443,60,@3mariomorphologically2pleurotomystilt95,NULL,0
8,930443,60,@50soloed0spumous3tetrapleuron3vermigerous,NULL,0
8,930443,60,@0infields1scammonininequilobatesynchronous,NULL,0
8,930443,60,@153transudatory7bedangled,NULL,0
8,930443,60,@intrabronchial99vulgarize3embracinglyparaphrenia1,NULL,0
8,930443,60,@overbrushsuperiorship44,NULL,0
8,930443,60,@sociativeburgeoning7semiannually34,NULL,0
8,930443,60,@telokinesistroubleshotoarage293,NULL,0
8,930443,60,@unscienced90solaceyork32,NULL,0
8,930443,60,@8eric35dunnite,NULL,0
