agent,seed,n,message,decoded message,score
3,304566,50,ISM RIM4 05052025,ISM RIM4 05052025,1
3,304566,50,AKC HEHK 02072025,NULL,0
3,304566,50,APT 08DG 03282024,NULL,0
3,304566,50,HTL 7D21 11102023,HTL 7D21 11102023,1
3,304566,50,CLS D1SE 03192025,NULL,0
3,304566,50,LNS VNXG 05282024,NULL,0
3,304566,50,SDX WYJV 12092024,NULL,0
3,304566,50,DRG B5TE 10242025,NULL,0
3,304566,50,ATY JM0B 06012025,NULL,0
3,304566,50,MPZ MDI0 01212025,NULL,0
3,304566,50,MBS OAXG 07142025,NULL,0
3,304566,50,DCR J8I2 03152023,NULL,0
3,304566,50,FEP CWSU 10152025,FEP CWSU 10152025,1
3,304566,50,SFB OE4H 08262024,NULL,0
3,304566,50,SGW 38EU 12232024,SGW 38EU 12232024,1
3,304566,50,DAY D9NS 08162023,NULL,0
3,304566,50,WOW GMW3 03122023,NULL,0
3,304566,50,HKP O1PA 03212025,NULL,0
3,304566,50,HUD KE2Z 06172024,NULL,0
3,304566,50,SDM 9UTP 03172025,NULL,0
3,304566,50,APH 1Y2N 05232024,APH 1Y2N 05232024,1
3,304566,50,AMW PU3I 06182025,NULL,0
3,304566,50,PUB IXXM 04252025,PUB IXXM 04252025,1
3,304566,50,ASQ MFUL 06092025,NULL,0
3,304566,50,ELV TT8D 11192024,NULL,0
3,304566,50,GFK 8150 07272025,NULL,0
3,304566,50,LGA PWEU 04202023,NULL,0
3,304566,50,EAR 368N 01112024,EAR 368N 01112024,1
3,304566,50,MGM M6GD 02202025,NULL,0
3,304566,50,PTB HLU3 01142023,NULL,0
3,304566,50,RED G9R1 05102023,NULL,0
3,304566,50,TVC K2RH 05182025,NULL,0
3,304566,50,BGD 1B9J 01102024,NULL,0
3,304566,50,DMA 28V5 02052025,NULL,0
3,304566,50,HRO IMHY 06192025,HRO IMHY 06192025,1
3,304566,50,TOL 95NH 06022025,TOL 95NH 06022025,1
3,304566,50,LDJ 2COO 11132025,NULL,0
3,304566,50,MYR RW67 06052024,NULL,0
3,304566,50,DUJ W4E7 07112025,NULL,0
3,304566,50,CVG R87C 04042024,NULL,0
3,304566,50,ELP 3FN3 05252024,ELP 3FN3 05252024,1
3,304566,50,JRB LKHL 05032024,NULL,0
3,304566,50,HZL QF72 01212024,NULL,0
3,304566,50,HII OGSZ 10082023,NULL,0
3,304566,50,FIL L4MH 11272024,NULL,0
3,304566,50,AIK D28M 03072025,NULL,0
3,304566,50,EUE 3O4E 05032024,NULL,0
3,304566,50,PWD A50D 11112025,NULL,0
3,304566,50,RKD N4OJ 04132025,NULL,0
3,304566,50,SFR X1BP 03182024,PARTIAL: @ewer2oint7796skoo2axed7taft6alamo6math9chena7rynt4,0
3,304566,50,PGV 0T78 06152023,NULL,0
3,304566,50,JCY 95V2 01152025,"13038.1558920 N, 23872.256957 W",0
3,304566,50,SER 5OFS 08192023,SER 5OFS 08192023,1
3,304566,50,MUE C5ZM 03252025,NULL,0
3,304566,50,UNU D7MR 04012024,NULL,0
3,304566,50,MTN 9Y7R 01222023,MTN 9Y7R 01222023,1
3,304566,50,AVW 5XVZ 02242025,NULL,0
3,304566,50,PAM B6AX 12282024,PAM B6AX 12282024,1
3,304566,50,MZZ A7MM 10052023,NULL,0
3,304566,50,KKT 1OBX 06232025,NULL,0
3,304566,50,IVH 8PWZ 02012025,IVH 8PWZ 02012025,1
3,304566,50,LAA UBMR 01202024,NULL,0
3,304566,50,PPC 3HY2 08162024,NULL,0
3,304566,50,LGF NEU9 07272024,NULL,0
3,304566,50,FSM MPW6 05272025,FSM MPW6 05272025,1
3,304566,50,MVE 9WT4 02052025,NULL,0
3,304566,50,NGZ 9QAZ 01272025,NULL,0
3,304566,50,KXA KGGJ 09172024,NULL,0
3,304566,50,STE 1PT4 08032025,STE 1PT4 08032025,1
3,304566,50,SBM 52TX 08182023,NULL,0
