agent,seed,n,message,decoded message,score
5,674101,30,82 Hebron Centers , M H GS  S 0M  02S1 ET U,0
5,674101,30,308 West Elliot Road Mill ,PARTIAL: 308 West Elliot ,0.5925925925925926
5,674101,30,1 South Park Gateway ,NULL,0
5,674101,30,684 E White Mountain Fords ,PARTIAL: 684 E White Moun,0.5714285714285714
5,674101,30,3956 Newhope Street Lakes ,PARTIAL: 3956 Newhope St,0.5555555555555556
5,674101,30,24 Lbj Highway ,NULL,0
5,674101,30,067 Flatbush Knolls ,NULL,0
5,674101,30,4 Bellmore Skyway ,PARTIAL: 4 Bellmore Skywa,0.8421052631578947
5,674101,30,313 104th Fields ,NULL,0
5,674101,30,41 Dixie Mill ,41 Dixie Mill ,1
5,674101,30,200 West Thunderbird Bend ,NULL,0
5,674101,30,801 Long Prairie Loop ,NULL,0
5,674101,30,17 Katella Strasse ,NULL,0
5,674101,30,747 Yellowstone Villages ,PARTIAL: 747 Yellowstone ,0.6153846153846154
5,674101,30,0261 Southwest Hk Dodgen Walk ,PARTIAL: 0261 Southwest ,0.4838709677419355
5,674101,30,0676 El Camino Passage ,NULL,0
5,674101,30,75 North Terrace ,NULL,0
5,674101,30,54 Pompton Alley ,54 Pompton Alley ,1
5,674101,30,6312 Woodcreek Oaks Blvd Camp ,PARTIAL: 6312 Woodcreek ,0.4838709677419355
5,674101,30,8277 Los Feliz Row ,NULL,0
5,674101,30,270 Solano Mountain ,NULL,0
5,674101,30,2541 Airport Harbor ,NULL,0
5,674101,30,55 North High Point Green ,NULL,0
5,674101,30,00 Morris Park Ports ,PARTIAL:  I1  8  T7   ,0
5,674101,30,503 Summerhill Port ,PARTIAL: 503 Summerhill ,0.7142857142857143
5,674101,30,380 S Diamond Bar Valley ,NULL,0
5,674101,30,108 Salvio Centers ,NULL,0
5,674101,30,5 East First Glens ,oosi lylhheeitrs2c,0
5,674101,30,626 San Ramon Vly Pike ,PARTIAL: 626 San Ramon V,0.625
5,674101,30,8 Long Beach Ridge ,PARTIAL: 8 Long Beach Ridg,0.85
5,674101,30,618 Hudson Ford ,618 Hudson Ford ,1
5,674101,30,5 East LA Palma Greens ,PARTIAL: 5 East LA Palma ,0.6666666666666666
5,674101,30,8884 Deer Park Well ,PARTIAL:    ,0
5,674101,30,62 East Interstate Centers ,NULL,0
5,674101,30,855 N.W. 12th Ranch ,NULL,0
5,674101,30,"2 State Rd. 524, Suite Strasse ",NULL,0
5,674101,30,2697 West Brooks ,NULL,0
5,674101,30,6 South Roselle Ferry ,"PARTIAL: ouieoaenin,M.  m honstotveot orth",0
5,674101,30,5 Hempstead Orchard ,"vxn,a5dhpaeoi",0
5,674101,30,2 Wiles Commons ,2 Wiles Commons ,1
5,674101,30,36 Gramatan Mountain ,NULL,0
5,674101,30,2299 Elmcrest Villages ,NULL,0
5,674101,30,63 E. Highland Mall ,PARTIAL: 63 E. Highland ,0.7142857142857143
5,674101,30,102 Carmel Mountain Bluffs ,PARTIAL: 102 Carmel Mounta,0.6071428571428571
5,674101,30,7 Keystone Crossing Vista ,PARTIAL: 7 Keystone Crossing,0.7037037037037037
5,674101,30,21 W Monroe Street Crescent ,PARTIAL: 21 W Monroe Street ,0.6551724137931034
5,674101,30,76 Cherry Hill Extension ,PARTIAL: 76 Cherry Hill E,0.6153846153846154
5,674101,30,93 State Forest ,NULL,0
5,674101,30,66 Highway 631 Canyon ,NULL,0
5,674101,30,269 Gage Turnpike ,NULL,0
5,674101,30,4388 East Ville ,PARTIAL: 0 I       6 T 2 N   T 2C  4TM1  7C    8C  1 1 G W 05,0
5,674101,30,47 West State Road Shore ,",ht",0
5,674101,30,19 North May Streets ,NULL,0
5,674101,30,120 E. Gibson Dale ,NULL,0
5,674101,30,1 Hwy 97 S Prairie ,PARTIAL: 1 Hwy 97 S Prai,0.75
5,674101,30,32 W Southport Knolls ,PARTIAL: 32 W Southport ,0.6521739130434783
5,674101,30,5146 East 71st Islands ,NULL,0
5,674101,30,5565 Broadway Station ,PARTIAL: 5565 Broadway ,0.6086956521739131
5,674101,30,120 West First Mount ,NULL,0
5,674101,30,42 North Fifth Keys ,PARTIAL: 42 North Fifth K,0.7619047619047619
5,674101,30,448 Highway 6 Mill ,PARTIAL: 448 Highway 6 ,0.7
5,674101,30,5 North Franklin Ranch ,PARTIAL: 5 North Franklin ,0.7083333333333334
5,674101,30,2154 New Jersey Highway Via ,PARTIAL: 2154 New Jersey,0.5172413793103449
5,674101,30,5732 South Central Valleys ,NULL,0
5,674101,30,370 South Loop Way ,PARTIAL: 370 South Loop ,0.75
5,674101,30,58 Preston Falls ,58 Preston Falls ,1
5,674101,30,"998 Francisco Dr, Ste Fall ",PARTIAL: 998 Francisco Dr,0.5714285714285714
5,674101,30,708 19th Meadow ,NULL,0
5,674101,30,257 W Illinois Meadows ,NULL,0
5,674101,30,2 East Route Road ,NULL,0
5,674101,30,176 Acme Ferry ,176 Acme Ferry ,1
5,674101,30,049 East Michigan Trail ,PARTIAL:  5  L F    8  T  ,0
5,674101,30,9353 Canal Circles ,NULL,0
5,674101,30,8279 Morris Underpass ,NULL,0
5,674101,30,3530 East Valley Spring ,NULL,0
5,674101,30,96 Bergen Plains ,NULL,0
5,674101,30,"034 Piedmont Road, Suite Overpass ",NULL,0
5,674101,30,46 North Mcmullen Booth Rue ,PARTIAL: 46 North Mcmullen,0.5862068965517241
5,674101,30,15 Ventura Island ,NULL,0
5,674101,30,"0002 Main Street, Suite Center ",NULL,0
5,674101,30,8 Buckeye Camp ,NULL,0
5,674101,30,2500 East 4th Boulevard ,NULL,0
5,674101,30,74 East Wisconsin Cove ,PARTIAL: 74 East Wisconsin ,0.75
5,674101,30,167 Manchester Bend ,NULL,0
5,674101,30,4 East Pfennig Lakes ,NULL,0
5,674101,30,4244 East 41st Wall ,NULL,0
5,674101,30,6 Belmont Shores ,6 Belmont Shores ,1
5,674101,30,7 Martin Truex Jr Pine ,PARTIAL: 7 Martin Truex Jr ,0.75
5,674101,30,4 South Main Lake ,NULL,0
5,674101,30,2082 Detroit Terrace ,NULL,0
5,674101,30,2229 Chestnut Ridge Bluff ,NULL,0
5,674101,30,4 Tres Pinos Place ,4 Tres Pinos Place ,1
5,674101,30,11 East 86th Cove ,PARTIAL: 11 East 86th Cov,0.8421052631578947
5,674101,30,8 Santa Margarita Turnpike ,NULL,0
5,674101,30,972 Se Tualatin Valley Track ,PARTIAL: 972 Se Tualatin ,0.5333333333333333
5,674101,30,6 Glenville Valley ,PARTIAL: edse rdremtlege nsda,0
5,674101,30,5 West Jefferson Valley ,NULL,0
5,674101,30,359 Charity Springs ,NULL,0
5,674101,30,2 South Pennsylvania Freeway ,PARTIAL: 2 South Pennsylva,0.5666666666666667
5,674101,30,003 White Plains Curve ,PARTIAL: 003 White Plains ,0.7083333333333334
5,674101,30,8692 East Sunrise Bluffs ,PARTIAL: 8692 East Sunri,0.5769230769230769
5,674101,30,1656 North University Parkway ,NULL,0
5,674101,30,0746 Ella Trail ,0746 Ella Trail ,1
5,674101,30,34 Josey Greens ,34 Josey Greens ,1
5,674101,30,22 19th Avenue Se Court ,PARTIAL: 22 19th Avenue S,0.64
5,674101,30,473 East Highway ,hin eie  Fep,0
5,674101,30,0440 Nostrand Point ,PARTIAL: .t oas eyc 0e ecccoce  rot rynohntecb ripts,0
5,674101,30,0 West Saginaw Arcade ,PARTIAL: 0 West Saginaw Arc,0.782608695652174
5,674101,30,95 Victory Mount ,NULL,0
5,674101,30,63 S. Main Mountains ,"PARTIAL: N6,0.9,715S100.1...904N.08,8EW6..184 805 0 E,,",0
5,674101,30,4042 Fifth Ridge ,PARTIAL: 4042 Fifth Ridg,0.8333333333333334
5,674101,30,672 Gage Run ,672 Gage Run ,1
5,674101,30,3940 Saint George Key ,NULL,0
5,674101,30,8122 Fifth Forges ,NULL,0
5,674101,30,1104 Third Point ,PARTIAL: 1104 Third Point,0.8888888888888888
5,674101,30,1 Weidler Port ,1 Weidler Port ,1
5,674101,30,6852 Mchenry Coves ,NULL,0
5,674101,30,8499 Broadway and Livingston Cape ,PARTIAL: 8499 Broadway an,0.45714285714285713
5,674101,30,6103 I-40 Radial ,PARTIAL: 6103 I-40 Rad,0.7222222222222222
5,674101,30,4 Victory Well ,4 Victory Well ,1
5,674101,30,"18 Main Street, Suite Rue ",NULL,0
5,674101,30,9 Adams Centers ,NULL,0
5,674101,30,709 Bouquet Canyon Mills ,NULL,0
5,674101,30,669 S Grand Canyon Harbors ,NULL,0
5,674101,30,05 Elk Grove Florin Well ,PARTIAL: 05 Elk Grove Fl,0.5769230769230769
5,674101,30,8 Great Neck Well ,NULL,0
5,674101,30,7511 Youngstown Warren Bluff ,PARTIAL: 7511 Youngstown ,0.5333333333333333
5,674101,30,49 Camino Del Street ,NULL,0
5,674101,30,8 Route Fords ,8 Route Fords ,1
5,674101,30,679 Fry Vista ,679 Fry Vista ,1
5,674101,30,229 Allison Lake ,NULL,0
5,674101,30,89 East Main Centers ,PARTIAL: T   I,0
5,674101,30,421 Bloomingdale Strasse ,NULL,0
5,674101,30,54 Mill Plain Well ,PARTIAL: 54 Mill Plain We,0.8
5,674101,30,9105 West 49th Tunnel ,PARTIAL: 9105 West 49th ,0.6521739130434783
5,674101,30,12 Camp Bowie Place ,PARTIAL: tcgfeinni.wecan,0
5,674101,30,1 East Camelback Extensions ,NULL,0
5,674101,30,146 State Hwy 22 Plain ,NULL,0
5,674101,30,109 Otay Lakes Wall ,NULL,0
5,674101,30,629 822 Francis Keys ,NULL,0
5,674101,30,138 West Houghton Lake Parkway ,se,0
5,674101,30,5903 Northeast 163rd Pike ,PARTIAL: 5903 Northeast 1,0.5925925925925926
5,674101,30,2157 Montrose Points ,PARTIAL: 2157 Montrose Po,0.7272727272727273
5,674101,30,49 East Merritt Island Groves ,NULL,0
5,674101,30,066 Pines Course ,NULL,0
5,674101,30,020 Bothell-Everett Strasse ,PARTIAL: 020 Bothell-Eve,0.5172413793103449
5,674101,30,3973 East 161 Points ,NULL,0
5,674101,30,97 East Northland Knolls ,NULL,0
5,674101,30,10 Ne 76th Crest ,NULL,0
5,674101,30,30 Culver Club ,30 Culver Club ,1
5,674101,30,78 Linden Flats ,78 Linden Flats ,1
5,674101,30,134 Arroyo Crossing Curve ,cnecilil ,0
5,674101,30,5229 North US Highway 183 Circle ,NULL,0
5,674101,30,992 Brentwood Garden ,NULL,0
5,674101,30,5 W Sahara Ave. Plains ,NULL,0
5,674101,30,6787 Main Overpass ,PARTIAL: 6787 Main Overp,0.75
5,674101,30,5 Montague Oval ,NULL,0
5,674101,30,45 Alderwood Mall Wall ,NULL,0
5,674101,30,52 West Portal Overpass ,PARTIAL: 52 West Portal O,0.64
5,674101,30,2 Northlake Corner ,2 Northlake Corner ,1
5,674101,30,614 South Orlando Meadow ,PARTIAL: 614 South Orland,0.6153846153846154
5,674101,30,6378 S Golden Course ,PARTIAL: 6378 S Golden C,0.6818181818181818
5,674101,30,4955 Queens Plaza Fall ,NULL,0
5,674101,30,0506 Richland Bottom ,NULL,0
5,674101,30,75 West 159th Hill ,NULL,0
5,674101,30,"4471 Leonard Street, Route ",NULL,0
5,674101,30,8 Kent Street ,8 Kent Street ,1
5,674101,30,53 Scarsdale Lodge ,NULL,0
5,674101,30,"467 N 59th Ave., Suite Trafficway ",PARTIAL: 467 N 59th Ave,0.4
5,674101,30,7 LA Grange Trail ,PARTIAL: 7 LA Grange Trail,0.8947368421052632
5,674101,30,784 Merritt Crossroad ,NULL,0
5,674101,30,90 Paramount Lane ,90 Paramount Lane ,1
5,674101,30,9953 E Iliff Plaza ,PARTIAL: 9953 E Iliff ,0.65
5,674101,30,755 East Reagan Union ,PARTIAL: 755 East Reagan ,0.6956521739130435
5,674101,30,7 Auburn Boulevard Overpass ,NULL,0
5,674101,30,0 South Dale Mabry Plaza ,NULL,0
5,674101,30,9 West Jefferson Road ,NULL,0
5,674101,30,61 Coney Island Bend ,"PARTIAL: r,m aie y eid e aerl p nl nntum",0
5,674101,30,164 N Dysart Overpass ,PARTIAL: iodxabeeccm,0
5,674101,30,2075 East Shea Ranch ,NULL,0
5,674101,30,31 Cypress Gardens Creek ,PARTIAL: 31 Cypress Gardens,0.6923076923076923
5,674101,30,4106 Ne Highways Knoll ,PARTIAL: 4106 Ne Highwa,0.5833333333333334
5,674101,30,0628 W Lower Cliffs ,PARTIAL: 0628 W Lower C,0.6666666666666666
5,674101,30,12 Hickory Creek Bluff ,NULL,0
5,674101,30,614 West 23rd Lights ,NULL,0
5,674101,30,"046 S 19th St, Suite Circle ",NULL,0
5,674101,30,1923 Third Commons ,NULL,0
5,674101,30,06 East Congress Gateway ,NULL,0
5,674101,30,50 Highway 14 Wall ,PARTIAL: 50 Highway 14 ,0.7
5,674101,30,84 Nassau Courts ,NULL,0
5,674101,30,"96 Mount Bethel Rd, Ste Burg ",PARTIAL: 96 Mount Bethel R,0.5666666666666667
5,674101,30,719 E 87th Street Parkways ,PARTIAL: 719 E 87th Stree,0.5714285714285714
5,674101,30,736 10 Mile Oval ,PARTIAL: 736 10 Mile Ova,0.8333333333333334
5,674101,30,0829 East Main Roads ,PARTIAL: 0ewsbedus.gwt  c ,0
5,674101,30,48 Schoenherr Point ,PARTIAL: 48 Schoenherr Poin,0.8571428571428571
5,674101,30,67 23 Mile Greens ,NULL,0
5,674101,30,0387 West Bell Extensions ,PARTIAL: 0387 West Bell ,0.5555555555555556
5,674101,30,057 7th Highway ,PARTIAL: fl ermlesei e ,0
5,674101,30,0 Purchase Falls ,NULL,0
5,674101,30,5 Main Haven ,5 Main Haven ,1
5,674101,30,14 Montgomery Roads ,PARTIAL: 14 Montgomery Roa,0.8095238095238095
5,674101,30,8243 S Ellsworth Loop Knoll ,NULL,0
5,674101,30,29 East Dundee Centers ,PARTIAL: 29 East Dundee Ce,0.7083333333333334
5,674101,30,2848 North Valleys ,NULL,0
5,674101,30,951 North Daisy Mountain Highway ,NULL,0
5,674101,30,17 Thornton Terrace ,PARTIAL: 17 Thornton Terrace,0.9047619047619048
5,674101,30,97 Cherry Wall ,NULL,0
5,674101,30,797 Mamaroneck Branch ,NULL,0
5,674101,30,0 Mansfield Mount ,0 Mansfield Mount ,1
5,674101,30,2 Godwin Centers ,NULL,0
5,674101,30,5753 North Wells Pike ,NULL,0
5,674101,30,3812 El Camino Drives ,NULL,0
5,674101,30,600 164th Avenue N Ports ,PARTIAL: 600 164th Avenu,0.5769230769230769
5,674101,30,722 East 233rd Courts ,PARTIAL: 722 East 233rd ,0.6521739130434783
5,674101,30,5 East Mockingbird Cove ,PARTIAL: 5 East Mockingbir,0.68
5,674101,30,5370 East 149th Falls ,PARTIAL: esoee,0
5,674101,30,1 North High Point Circles ,lsee. ofneinsl0,0
5,674101,30,0 South Saginaw Dale ,PARTIAL: 0 South Saginaw D,0.7727272727272727
5,674101,30,1687 South Highway Ports ,NULL,0
5,674101,30,038 South Compton Avenue Divide ,",5896.7.E,N3S029,..,550373.1,69W N,89989757, W.22 8",0
5,674101,30,405 N US Hwy Stream ,PARTIAL: 405 N US Hwy ,0.6190476190476191
5,674101,30,3 South 200 Court ,NULL,0
5,674101,30,47 East Moreland Loop ,48,0
5,674101,30,5 Morris Park Beach ,"PARTIAL: 827.0 7083.6 E7.6    3,9.4E,W..65N8 4456603   S8,",0
5,674101,30,461 Metropolitan Key ,PARTIAL: 461 Metropolitan ,0.7727272727272727
5,674101,30,9 Se Meadowbrook Lock ,PARTIAL: 9 Se Meadowbrook ,0.7391304347826086
5,674101,30,3945 Highway 54 Corner ,PARTIAL: 3945 Highway 5,0.5833333333333334
5,674101,30,315 North Holly Ports ,PARTIAL: 315 North Holly ,0.6956521739130435
5,674101,30,4 Marcont Cove ,4 Marcont Cove ,1
5,674101,30,19 North Valleys ,19 North Valleys ,1
5,674101,30,864 Highway 54 Avenue ,NULL,0
5,674101,30,4 Hall Centers ,4 Hall Centers ,1
5,674101,30,12 Ella Trace ,12 Ella Trace ,1
5,674101,30,3187 Lake Shore Gardens ,NULL,0
5,674101,30,08 Detroit Square ,PARTIAL: 08 Detroit Square,0.8947368421052632
5,674101,30,8 S Court Trace ,cutd,0
5,674101,30,296 Portola Run ,NULL,0
5,674101,30,5097 West Second Freeway ,PARTIAL: 5097 West Second,0.6153846153846154
5,674101,30,4173 Fairfield Shoal ,NULL,0
5,674101,30,8106 Westheimer Lights ,PARTIAL: 8106 Westheimer ,0.6666666666666666
5,674101,30,4344 West Warner Junctions ,PARTIAL: 4344 West Warner ,0.6071428571428571
5,674101,30,3054 Lloyd Greens ,PARTIAL: 3054 Lloyd Gree,0.7894736842105263
5,674101,30,1730 Holiday Manor Forges ,NULL,0
5,674101,30,05 Sunrise Spring ,05 Sunrise Spring ,1
5,674101,30,96 North Glassford Hill Cove ,PARTIAL: 96 North Glassfor,0.5666666666666667
5,674101,30,9252 East Southmore Summit ,NULL,0
5,674101,30,0442 South Military Cliff ,NULL,0
5,674101,30,9 South College Row ,NULL,0
5,674101,30,64 North Dunton Vista ,PARTIAL: 64 North Dunton ,0.6956521739130435
5,674101,30,555 39th Terrace ,PARTIAL: 555 39th Terrace,0.8888888888888888
5,674101,30,28 Silver Lake Roads ,PARTIAL: 28 Silver Lake R,0.7272727272727273
5,674101,30,07 East 72nd Road ,PARTIAL: 07 East 72nd Roa,0.8421052631578947
5,674101,30,88 Post Burgs ,88 Post Burgs ,1
5,674101,30,9 Gramatan Parkway ,PARTIAL: 9 Gramatan Parkwa,0.85
5,674101,30,9617 East Interstate Mill ,NULL,0
5,674101,30,5614 19th Dale ,NULL,0
5,674101,30,1208 East Carefree Highway Drives ,PARTIAL: 1208 East Carefr,0.45714285714285713
5,674101,30,7163 Baldwin Mount ,NULL,0
5,674101,30,654 Brookhurst Villages ,NULL,0
5,674101,30,210 East 71st Divide ,NULL,0
5,674101,30,27 Main Forge ,27 Main Forge ,1
5,674101,30,97 North 65th Glens ,PARTIAL: 97 North 65th G,0.7142857142857143
5,674101,30,71 Polaris Estate ,NULL,0
5,674101,30,129 North Meridian Spur ,NULL,0
5,674101,30,193 Laurel Mountains ,PARTIAL: 193 Laurel Mount,0.7272727272727273
5,674101,30,280 Grace Views ,NULL,0
5,674101,30,989 East 17th Centers ,NULL,0
5,674101,30,1 West Washington Fields ,PARTIAL: 1 West Washington ,0.6923076923076923
5,674101,30,8333 Central Haven ,NULL,0
5,674101,30,15 South University Harbors ,2o pdeloslott,0
5,674101,30,55 York Glen ,55 York Glen ,1
5,674101,30,3234 Mira Mesa Way ,NULL,0
5,674101,30,861 Castro Valley Rue ,NULL,0
5,674101,30,901 Preston Forest Radial ,NULL,0
5,674101,30,8 Bullsboro Curve ,PARTIAL: 8 Bullsboro Curve,0.8947368421052632
5,674101,30,25 North Franklin Summit ,PARTIAL: 25 North Franklin,0.6538461538461539
5,674101,30,56 East Ellsworth Beach ,PARTIAL: 56 East Ellsworth,0.68
5,674101,30,690 Village Summit ,NULL,0
5,674101,30,"600 22nd Avenue, Highway ",PARTIAL: 600 22nd Avenue,0.5769230769230769
5,674101,30,25 East Mockingbird Commons ,NULL,0
5,674101,30,482 East Buckeye Mews ,NULL,0
5,674101,30,6 Allerton Plain ,NULL,0
5,674101,30,38 South El Camino Common ,PARTIAL: 38 South El Cami,0.5925925925925926
5,674101,30,2467 North Denton Tap Views ,NULL,0
5,674101,30,87 West Remington Brooks ,PARTIAL: 87 West Remington ,0.6923076923076923
5,674101,30,4105 US Highway Trail ,PARTIAL: 4105 US Highwa,0.6086956521739131
5,674101,30,7 86th Dam ,7 86th Dam ,1
5,674101,30,1 East Pioneer Gateway ,PARTIAL: 1 East Pioneer Gate,0.7916666666666666
5,674101,30,0859 Sterlington Flats ,NULL,0
5,674101,30,0370 Kings Views ,PARTIAL: 0370 Kings Vie,0.7777777777777778
5,674101,30,7573 Dequindre Overpass ,PARTIAL: 7573 Dequindre ,0.6
5,674101,30,2 Third Expressway ,PARTIAL: 2 Third Expresswa,0.85
5,674101,30,44 White Plains Heights ,PARTIAL: 44 White Plains H,0.68
5,674101,30,6251 Countryway Rapid ,NULL,0
5,674101,30,65 Florida Path ,65 Florida Path ,1
5,674101,30,295 99th Bluffs ,NULL,0
5,674101,30,202 United Nations Summit ,PARTIAL: 202 United Nation,0.6296296296296297
5,674101,30,170 Broadway Avenue Stravenue ,NULL,0
5,674101,30,0873 Se Parkway ,PARTIAL: 0873 Se Parkwa,0.8235294117647058
5,674101,30,6 South Park Isle ,NULL,0
5,674101,30,8 Bank One Streets ,8 Bank One Streets ,1
5,674101,30,3911 Plymouth Fall ,NULL,0
5,674101,30,88 W Belt Line Manors ,NULL,0
5,674101,30,2351 Halstead Canyon ,PARTIAL: 2351 Halstead Ca,0.7272727272727273
5,674101,30,4 South Main Canyon ,NULL,0
5,674101,30,3688 Main Locks ,PARTIAL: 3688 Main Locks,0.8823529411764706
5,674101,30,681 Forest Viaduct ,NULL,0
5,674101,30,0755 Middle Country Manors ,NULL,0
5,674101,30,9987 Gellert Lights ,NULL,0
5,674101,30,6 Lincoln Lane ,6 Lincoln Lane ,1
5,674101,30,8 Veterans Springs ,PARTIAL:  .. 549S ,0
5,674101,30,993 Madison Neck ,NULL,0
5,674101,30,31 Windemere Glen ,NULL,0
5,674101,30,44 North Brand Haven ,PARTIAL: 44 North Brand Ha,0.7727272727272727
5,674101,30,90 Broadview Alley ,PARTIAL: 90 Broadview Alle,0.85
5,674101,30,443 Nicholasville Beach ,PARTIAL: 443 Nicholasville,0.68
5,674101,30,059 Monterrey Bypass ,NULL,0
5,674101,30,9 North Dale Mabry Terrace ,NULL,0
5,674101,30,7876 Sunset Cliffs Courts ,PARTIAL: 7876 Sunset Cli,0.5555555555555556
5,674101,30,846 E Riverside Loaf ,NULL,0
5,674101,30,4 South N.W. Road ,NULL,0
5,674101,30,43 West 23rd Shoals ,PARTIAL: 43 West 23rd Sho,0.7619047619047619
5,674101,30,09 North First Road ,PARTIAL: 09 North First Ro,0.8095238095238095
5,674101,30,4343 Pine Ridge Highway ,NULL,0
5,674101,30,13 South El Camino Burg ,NULL,0
5,674101,30,4 E 116th Path ,4 E 116th Path ,1
5,674101,30,539 Haggerty Crest ,NULL,0
5,674101,30,7514 East Draper Throughway ,PARTIAL: 7514 East Draper,0.5517241379310345
5,674101,30,8522 West 135th Burg ,NULL,0
5,674101,30,873 North Lake Knoll ,NULL,0
5,674101,30,1391 S Military Circle ,NULL,0
5,674101,30,593 College Courts ,PARTIAL: 593 College Cour,0.8
5,674101,30,654 Fair Oaks Street ,PARTIAL: 654 Fair Oaks S,0.6818181818181818
5,674101,30,4240 Fort Amanda Street ,PARTIAL: 9 .84.,0
5,674101,30,"817 Pillsbury Rd, Ste Streets ",NULL,0
5,674101,30,32 North Stravenue ,NULL,0
5,674101,30,078 E 400 Mountain ,NULL,0
5,674101,30,38 S Crowley Springs ,NULL,0
5,674101,30,48 Walsh Tarlton Plaza ,PARTIAL: 48 Walsh Tarlton ,0.7083333333333334
5,674101,30,987 S.W. Teal Commons ,"E5 .3.08067 .,.9",0
5,674101,30,43 Amboy Shoals ,errere toe seoebar ercnc,0
5,674101,30,0 Enterprise Bend ,0 Enterprise Bend ,1
5,674101,30,"2 Sw Barnes Road, Suite Street ",NULL,0
5,674101,30,350 South Columbia River Via ,sh nedsaoghyaniintitsirecgo ,0
5,674101,30,242 East Lake Drive ,NULL,0
5,674101,30,775 South Pulaski Skyway ,NULL,0
5,674101,30,12 Cedar Cliff ,12 Cedar Cliff ,1
5,674101,30,4932 West University Ranch ,NULL,0
5,674101,30,50 E Wampum Groves ,NULL,0
5,674101,30,98 West Mequon Burgs ,NULL,0
5,674101,30,92 West South Airport Fields ,NULL,0
5,674101,30,85 South Hope Greens ,"PARTIAL: tJraro rre, eu t eesrdfsi3isuennapeiudNrusaere",0
5,674101,30,83 Broadway Highway ,PARTIAL: 83 Broadway High,0.7619047619047619
5,674101,30,0153 West Waters Bridge ,NULL,0
5,674101,30,077 West 86th Estate ,NULL,0
5,674101,30,04 N Twin City Causeway ,"W1W32N.E5,54 84.,68533, 04 W1.5 0S,0,,,W06.47.87",0
