agent,seed,n,message,decoded message,score
4,59036,80,82 Hebron Centers ,PARTIAL: NULL,0
4,59036,80,308 West Elliot Road Mill ,"62.8858 S, 159.1636 W",0
4,59036,80,1 South Park Gateway ,PARTIAL: NULL,0
4,59036,80,684 E White Mountain Fords ,PARTIAL: NULL,0
4,59036,80,3956 Newhope Street Lakes ,@otnue0bs0554n1m0og4vso,0
4,59036,80,24 Lbj Highway ,NULL,0
4,59036,80,067 Flatbush Knolls ,NULL,0
4,59036,80,4 Bellmore Skyway ,NULL,0
4,59036,80,313 104th Fields ,NULL,0
4,59036,80,41 Dixie Mill ,PARTIAL: NULL,0
4,59036,80,200 West Thunderbird Bend ,PARTIAL: NULL,0
4,59036,80,801 Long Prairie Loop ,PARTIAL: NULL,0
4,59036,80,17 Katella Strasse ,@t7ic,0
4,59036,80,747 Yellowstone Villages ,NULL,0
4,59036,80,0261 Southwest Hk Dodgen Walk ,NULL,0
4,59036,80,0676 El Camino Passage ,PARTIAL: NULL,0
4,59036,80,75 North Terrace ,NULL,0
4,59036,80,54 Pompton Alley ,NULL,0
4,59036,80,6312 Woodcreek Oaks Blvd Camp ,NULL,0
4,59036,80,8277 Los Feliz Row ,NULL,0
4,59036,80,270 Solano Mountain ,NULL,0
4,59036,80,2541 Airport Harbor ,NULL,0
4,59036,80,55 North High Point Green ,@0rt,0
4,59036,80,00 Morris Park Ports ,PARTIAL: NULL,0
4,59036,80,503 Summerhill Port ,NULL,0
4,59036,80,380 S Diamond Bar Valley ,PARTIAL: NULL,0
4,59036,80,108 Salvio Centers ,PARTIAL: NULL,0
4,59036,80,5 East First Glens ,NULL,0
4,59036,80,626 San Ramon Vly Pike ,NULL,0
4,59036,80,8 Long Beach Ridge ,NULL,0
4,59036,80,618 Hudson Ford ,NULL,0
4,59036,80,5 East LA Palma Greens ,PARTIAL: NULL,0
4,59036,80,8884 Deer Park Well ,PARTIAL: NULL,0
4,59036,80,62 East Interstate Centers ,NULL,0
4,59036,80,855 N.W. 12th Ranch ,PARTIAL: NULL,0
4,59036,80,"2 State Rd. 524, Suite Strasse ",NULL,0
