agent,seed,n,message,decoded message,score
2,394164,10,714 South Keystone Courts ,714 South Keystone Courts ,1
2,394164,10,3445 Macarthur Stravenue ,3445 Macarthur Stravenue ,1
2,394164,10,2488 Pacific Highway ,2488 Pacific Highway ,1
2,394164,10,7275 Moross Causeway ,7275 Moross Causeway ,1
2,394164,10,0834 George Knolls ,0834 George Knolls ,1
2,394164,10,09 North Milwaukee Camp ,09 North Milwaukee Camp ,1
2,394164,10,3 E Charleston Trail ,3 E Charleston Trail ,1
2,394164,10,028 West 31st Street Garden ,028 West 31st Street Garden ,1
2,394164,10,31 Van Ness Court ,31 Van Ness Court ,1
2,394164,10,234 Virginia St. Rapid ,234 Virginia St. Rapid ,1
2,394164,10,02 Park Avenue Ford ,02 Park Avenue Ford ,1
2,394164,10,2983 South Harlem Rue ,2983 South Harlem Rue ,1
2,394164,10,7 North Lake Pleasant Route ,7 North Lake Pleasant Route ,1
2,394164,10,9067 S Cotton Grove ,9067 S Cotton Grove ,1
2,394164,10,3704 East Park Freeway ,3704 East Park Freeway ,1
2,394164,10,95 Union Rue ,95 Union Rue ,1
2,394164,10,92 W Cove ,92 W Cove ,1
2,394164,10,711 Huron River Port ,711 Huron River Port ,1
2,394164,10,076 North Pine ,076 North Pine ,1
2,394164,10,08 24 Mile Passage ,08 24 Mile Passage ,1
2,394164,10,690 W Charleston Blvd. Ridges ,690 W Charleston Blvd. Ridges ,1
2,394164,10,2687 West Ashlan Avenue Loaf ,2687 West Ashlan Avenue Loaf ,1
2,394164,10,57 South El Camino Well ,57 South El Camino Well ,1
2,394164,10,4 5th Dale ,4 5th Dale ,1
2,394164,10,8295 East Florence Hills ,8295 East Florence Hills ,1
2,394164,10,4 White Ferry ,4 White Ferry ,1
2,394164,10,4 North 24th Lights ,4 North 24th Lights ,1
2,394164,10,1520 Tiburon Via ,1520 Tiburon Via ,1
2,394164,10,4112 Great Northern Trail ,4112 Great Northern Trail ,1
2,394164,10,4 Highway Points ,4 Highway Points ,1
2,394164,10,970 North El Camino Annex ,970 North El Camino Annex ,1
2,394164,10,5773 Center Harbor ,5773 Center Harbor ,1
2,394164,10,41 Wintergardens Gateway ,41 Wintergardens Gateway ,1
2,394164,10,70 Fort Salonga Mountains ,70 Fort Salonga Mountains ,1
2,394164,10,855 E Lodge ,855 E Lodge ,1
2,394164,10,3 Ocean Springs ,3 Ocean Springs ,1
2,394164,10,17 West 6th Squares ,17 West 6th Squares ,1
2,394164,10,95 South Madison Parks ,95 South Madison Parks ,1
2,394164,10,201 N Forest ,201 N Forest ,1
2,394164,10,7 East Hartsdale Green ,7 East Hartsdale Green ,1
2,394164,10,245 East Alder Island ,245 East Alder Island ,1
2,394164,10,9 East Ramona Radial ,9 East Ramona Radial ,1
2,394164,10,8 Route Inlet ,8 Route Inlet ,1
2,394164,10,603 North Scottsdale Springs ,603 North Scottsdale Springs ,1
2,394164,10,8863 Airline River ,8863 Airline River ,1
2,394164,10,8 Brookhurst Square ,8 Brookhurst Square ,1
2,394164,10,2 West University Strasse ,2 West University Strasse ,1
2,394164,10,39 N Pebble Creek Ports ,39 N Pebble Creek Ports ,1
2,394164,10,0949 Lapalco Heights ,0949 Lapalco Heights ,1
2,394164,10,420 East Veterans Centers ,420 East Veterans Centers ,1
2,394164,10,85 California Bluffs ,85 California Bluffs ,1
2,394164,10,5 Kings Boulevard ,5 Kings Boulevard ,1
2,394164,10,6 K Corners ,6 K Corners ,1
2,394164,10,"7 Ming Avenue, Suite Harbors ","7 Ming Avenue, Suite Harbors ",1
2,394164,10,3 Highway Valleys ,3 Highway Valleys ,1
2,394164,10,44 State Rte 79 Parkways ,44 State Rte 79 Parkways ,1
2,394164,10,96 Passaic Isle ,96 Passaic Isle ,1
2,394164,10,25 Third Road ,25 Third Road ,1
2,394164,10,2 Sw 8th Square ,2 Sw 8th Square ,1
2,394164,10,7810 E Ports ,7810 E Ports ,1
2,394164,10,0 Third Spur ,0 Third Spur ,1
2,394164,10,019 West Mcdermott Isle ,019 West Mcdermott Isle ,1
2,394164,10,1 North Fm Garden ,1 North Fm Garden ,1
2,394164,10,35 South Plaza Center Mills ,35 South Plaza Center Mills ,1
2,394164,10,271 East 41st Grove ,271 East 41st Grove ,1
2,394164,10,"872 S Carrier Pkwy, Ste Motorway ","872 S Carrier Pkwy, Ste Motorway ",1
2,394164,10,25 East Pecos Islands ,25 East Pecos Islands ,1
2,394164,10,6040 Brighton Beach Hollow ,6040 Brighton Beach Hollow ,1
2,394164,10,7 Hwy 20 Se. Suite Harbors ,7 Hwy 20 Se. Suite Harbors ,1
2,394164,10,4863 Cypress Creek Valley ,4863 Cypress Creek Valley ,1
2,394164,10,1060 Audelia Harbors ,1060 Audelia Harbors ,1
2,394164,10,594 Madison Camp ,594 Madison Camp ,1
2,394164,10,48 East Border Trafficway ,48 East Border Trafficway ,1
2,394164,10,27 East Shea Fork ,27 East Shea Fork ,1
2,394164,10,8 Yorba Linda Key ,8 Yorba Linda Key ,1
2,394164,10,3 S Kempwood Lodge ,3 S Kempwood Lodge ,1
2,394164,10,8 Huntington Forks ,8 Huntington Forks ,1
2,394164,10,053 W 16th Green ,053 W 16th Green ,1
2,394164,10,45 W El Norte Bridge ,45 W El Norte Bridge ,1
2,394164,10,188 Hansen Fort ,188 Hansen Fort ,1
2,394164,10,"05 Louetta Rd, Ste Rapids ","05 Louetta Rd, Ste Rapids ",1
2,394164,10,57 East Main Loop ,57 East Main Loop ,1
2,394164,10,3 Avenue Boulevard ,3 Avenue Boulevard ,1
2,394164,10,9 Culver Extension ,9 Culver Extension ,1
2,394164,10,0 Yorktown Shopping Plaza ,0 Yorktown Shopping Plaza ,1
2,394164,10,92 East Santa Ana Prairie ,92 East Santa Ana Prairie ,1
2,394164,10,803 Highland Center ,803 Highland Center ,1
2,394164,10,4404 E Piedmont Ridges ,4404 E Piedmont Ridges ,1
2,394164,10,28 010 Winfield Parkways ,28 010 Winfield Parkways ,1
2,394164,10,265 North Oracle Harbors ,265 North Oracle Harbors ,1
2,394164,10,4 South 900 Field ,4 South 900 Field ,1
2,394164,10,83 Main Brook ,83 Main Brook ,1
2,394164,10,93 Madison Stream ,93 Madison Stream ,1
2,394164,10,55 - 34th Avenue Boulevard ,55 - 34th Avenue Boulevard ,1
2,394164,10,83 Willow Creek Branch ,83 Willow Creek Branch ,1
2,394164,10,40 Hamilton Boulevard ,40 Hamilton Boulevard ,1
2,394164,10,9685 Corporate Park Neck ,9685 Corporate Park Neck ,1
2,394164,10,91 Mentor Overpass ,91 Mentor Overpass ,1
2,394164,10,21 Pine Grove Meadows ,21 Pine Grove Meadows ,1
2,394164,10,4682 East Washington Shore ,4682 East Washington Shore ,1
2,394164,10,551 Sthy Pike ,551 Sthy Pike ,1
2,394164,10,646 W Channelisland Landing ,646 W Channelisland Landing ,1
2,394164,10,73 Public Lakes ,73 Public Lakes ,1
2,394164,10,40 Rosedale Groves ,40 Rosedale Groves ,1
2,394164,10,3 W Rusk Corner ,3 W Rusk Corner ,1
2,394164,10,2 Pequot Mall ,2 Pequot Mall ,1
2,394164,10,563 North Federal Crescent ,563 North Federal Crescent ,1
2,394164,10,"8 Northwest Fwy, Reserve Circle ","8 Northwest Fwy, Reserve Circle ",1
2,394164,10,10 West Skaughter Mills ,10 West Skaughter Mills ,1
2,394164,10,472 Genesee Crescent ,472 Genesee Crescent ,1
