agent,seed,n,message,decoded message,score
6,271876,30,cufg2n,cufg2n,1
6,271876,30,63z47pg5zo6267erh7z1wawrpg3obf7m0d7gtlugu4nl9ye8,"invalid deck: range(0, 51)",0
6,271876,30,7pekm,7pekm,1
6,271876,30,kqyw2zatgcxrhygmn,kqyw2zatgcxrhygmn,1
6,271876,30,4vpxop9u3l,4vpxop9u3l,1
6,271876,30,j4r9f1z9j,j4r9f1z9j,1
6,271876,30,l0ic3ohe8qcw4,l0ic3ohe8qcw4,1
6,271876,30,l69g9kq eavrc4j42oyii5mdlf9aat fbczpryxw1 ,"invalid deck: range(0, 51)",0
6,271876,30,gs2q50uhpdzi4icl5x62ugtapporp6dnw6brna7h3,NULL,0
6,271876,30,7l82o7q,7l82o7q,1
6,271876,30,a3bg9p5g ,a3bg9p5g ,1
6,271876,30,hd6fj f21b3vjhsi6cp61nn2zj6dgo3jovuvhsob  l,"invalid deck: range(0, 51)",0
6,271876,30,1uta226g43vckdl7wmdicy0vbu9 im1pg,could malnutrition and term now ,0
6,271876,30,zc0a,zc0a,1
6,271876,30,e76ghhuzfhvp0ze6bi,e76ghhuzfhvp0ze6bi,1
6,271876,30,jmsuigybki9y6udnjbfaejgyobejx5ipr,PARTIAL: @nonventilationanulomaunhealthfulinaptnessfloatinglybeaverettedragoonableregmacarpnashvi,0
6,271876,30, i8bv5s01ncg8rlyt2ql3akwxl kx1v0lu0yuq4,PARTIAL: OBK 48UF 04112025,0
6,271876,30,  dbd7oku15oztlbh1,@succumbsfriendmorulaspanglingfolding,0
6,271876,30,u861ab9v ,u861ab9v ,1
6,271876,30,6jp0,6jp0,1
6,271876,30,wzi4ub15ztsjubkovyec1dr8kisg4wiuxix5vj3,NULL,0
6,271876,30,siac bart5,siac bart5,1
6,271876,30,naw2uwm02jtltyb1g2  qp159aa7hcc67z,NULL,0
6,271876,30,vm6z6rdw4r83jcfleci7w atroka5dys2 h9vokw1hzd,"invalid deck: range(0, 51)",0
6,271876,30,wksfwe7he88fi0jcj,PARTIAL: PVD I43N 08092024,0
6,271876,30,eusmow49dj2wqb7qdce 8fxxx8tvspk4ql5,PARTIAL: ficken fatah agate punch initiation g,0
6,271876,30,5y4r086x 6ys,5y4r086x 6ys,1
6,271876,30,dwltphvvs ,dwltphvvs ,1
6,271876,30,a0cnm7sla,a0cnm7sla,1
6,271876,30,m8a24o79t1yajjbbo2c9j50cy3ed2yjtpd3y0rbq,PTA CUTI 09282024,0
6,271876,30,4pnupe ihx44p7f29p0kawyk7r403s6,PARTIAL: Yoselin Kinzers Parlin Raton Jess Chelesa Vining Jeny Do,0
6,271876,30,6rrwwdj8oad2wn8urxsy111,PARTIAL: @cladussemierectdev,0
6,271876,30,l0i,l0i,1
6,271876,30,mwb2nppr3tte6 ld5j gy5j404iaej10k2n54cy5m,.o4na 5ydl.raq9mzqc,0
6,271876,30,mzudmt ,mzudmt ,1
6,271876,30, 74oig, 74oig,1
6,271876,30,984ce hafsclrqa6nbkhp2cxs,PARTIAL: DTN HHAH 06172025,0
6,271876,30,sb0lmsc0y1wp4edfhxs4jmc7cux,PARTIAL: @googlystealthwisemandriarchreichstalercandlefishdextrogyro,0
6,271876,30,n97kxsuheqhg0vjst dg6ohhdiuv3pgq3riohk2jhevce,"invalid deck: range(0, 51)",0
6,271876,30,kmf8lbwl99q8xyo 2z,PARTIAL: AFN AWXG 12222024,0
6,271876,30,r0jxf5ig xqf15kkik0x5bce558wyzc0,PARTIAL: YAK YN61 08182025,0
