agent,seed,n,message,decoded message,score
6,699466,80,cufg2n,PARTIAL: 353,0
6,699466,80,63z47pg5zo6267erh7z1wawrpg3obf7m0d7gtlugu4nl9ye8,"invalid deck: range(0, 51)",0
6,699466,80,7pekm,13scq2pnrt68kyvtfkvgdt3hnwm6 6xfme daptezisgs5uyx66g6tbb2taj.vvrlqnfiz,0
6,699466,80,kqyw2zatgcxrhygmn,PARTIAL: EG,0
6,699466,80,4vpxop9u3l,dve98s0xjq1oxeva2mjsavhfm9njerqn0nh0asj.etz,0
6,699466,80,j4r9f1z9j,PARTIAL: 9219 West 95th Gardens ,0
6,699466,80,l0ic3ohe8qcw4,7yeo7818hdpb7s7t5i,0
6,699466,80,l69g9kq eavrc4j42oyii5mdlf9aat fbczpryxw1 ,"invalid deck: range(0, 51)",0
6,699466,80,gs2q50uhpdzi4icl5x62ugtapporp6dnw6brna7h3,PARTIAL: PIZ PQEF 06052024,0
6,699466,80,7l82o7q,"PARTIAL: 43.2403 N, 122.4807 E",0
6,699466,80,a3bg9p5g ,PARTIAL: Denis,0
6,699466,80,hd6fj f21b3vjhsi6cp61nn2zj6dgo3jovuvhsob  l,"invalid deck: range(0, 51)",0
6,699466,80,1uta226g43vckdl7wmdicy0vbu9 im1pg,PARTIAL: @timingdinesenblattariadosssuperprintingautoelectronicbat,0
6,699466,80,zc0a,PARTIAL: DBS 6WGM 041,0
6,699466,80,e76ghhuzfhvp0ze6bi,PARTIAL: GUC M8UF 04112025,0
6,699466,80,jmsuigybki9y6udnjbfaejgyobejx5ipr,PARTIAL: 8813 South Sherwood Forest Squares ,0
6,699466,80, i8bv5s01ncg8rlyt2ql3akwxl kx1v0lu0yuq4,PARTIAL: UCY VVVV 10172024,0
6,699466,80,  dbd7oku15oztlbh1,NULL,0
6,699466,80,u861ab9v ,PARTIAL: LWB BDCJ 05062025,0
6,699466,80,6jp0,NULL,0
6,699466,80,wzi4ub15ztsjubkovyec1dr8kisg4wiuxix5vj3,NULL,0
6,699466,80,siac bart5,PARTIAL: 6596 16,0
6,699466,80,naw2uwm02jtltyb1g2  qp159aa7hcc67z,asnb520irupzxn1f7fkd1e1m58u41xh2p,0
6,699466,80,vm6z6rdw4r83jcfleci7w atroka5dys2 h9vokw1hzd,"invalid deck: range(0, 51)",0
6,699466,80,wksfwe7he88fi0jcj,PARTIAL: RBW O77B 04012024,0
6,699466,80,eusmow49dj2wqb7qdce 8fxxx8tvspk4ql5,q4gm5jrxk09vypfyxi36 075o,0
6,699466,80,5y4r086x 6ys,PARTIAL: @d,0
6,699466,80,dwltphvvs ,PARTIAL: BCT REX9 0,0
6,699466,80,a0cnm7sla,opc4vhoroz4h0w.099ymrloxpjdwkmdjbectjls6ld46tn9ixb75av44nvnxn4atssp7w,0
6,699466,80,m8a24o79t1yajjbbo2c9j50cy3ed2yjtpd3y0rbq,PARTIAL: PIH 0ZED 09042023,0
6,699466,80,4pnupe ihx44p7f29p0kawyk7r403s6,PARTIAL: abbreviated selenium creditors bebop copyrights bruno h,0
6,699466,80,6rrwwdj8oad2wn8urxsy111,plte6l,0
6,699466,80,l0i,l0i,1
6,699466,80,mwb2nppr3tte6 ld5j gy5j404iaej10k2n54cy5m,PARTIAL: @endochylousattemptlesscoccinellademipries,0
6,699466,80,mzudmt ,n53q5ioniy8 fbhh658jwl2lspw13ks38cgwsx62.80mqpgxgou87vx02ka7p 7 2gdyn1d 8.lf7ygz cjjh,0
6,699466,80, 74oig,PARTIAL: @poroscopeuns,0
6,699466,80,984ce hafsclrqa6nbkhp2cxs,.qe9jy3.ldp1ic3s ibk5l339.7e2sesbvzot5oqaq l46qfngrn.f5i yy4ces1a0w26lhlf2j7 rwgc4vxm71wduksbh5a8p,0
6,699466,80,sb0lmsc0y1wp4edfhxs4jmc7cux,NULL,0
6,699466,80,n97kxsuheqhg0vjst dg6ohhdiuv3pgq3riohk2jhevce,"invalid deck: range(0, 51)",0
6,699466,80,kmf8lbwl99q8xyo 2z,NULL,0
6,699466,80,r0jxf5ig xqf15kkik0x5bce558wyzc0,jz1yh3hzv wd47l4wmqifqzanihm3da0blk r5uno7mxm41fqolo3p7 gqa0dehsn4her.awbzgqbetbtx6ttckh,0
6,699466,80,z2birzl1b1cgo5660zpjae2ph9vr1cs,PARTIAL: 1641 Se Bu,0
6,699466,80,3affrd0cfp78hgt95zal 6v vioicczfl4 pfyjp2es,"invalid deck: range(0, 51)",0
6,699466,80,e6nb92ocbxul14hv71s9,PARTIAL: GAI Q7EL 07212024,0
6,699466,80, 788ik4hcn9i2pbhyrj1i8h s81a2aj7myjacdv 2m5xxq,"invalid deck: range(0, 51)",0
6,699466,80,o08bgpho2ysde1w3t9j fi65dr8qx1memv7u i5bt7bgdczo,"invalid deck: range(0, 51)",0
6,699466,80,v4o6faoo,301rufr0.lv1m9.lgt6jzcsz.f,0
6,699466,80,wl5bffnebalwoh,NULL,0
6,699466,80,ihm0t3ec8o0yshxe2c89u0hmt8gkuwdktb  sjztwqferxp,"invalid deck: range(0, 51)",0
6,699466,80,io72qpq8d2dj6od0kc6tt,PARTIAL: PBG NONN 03202023,0
6,699466,80,mngfwg0skopunuf3ny 9v29uutde34s9eun ,NULL,0
6,699466,80,yvprrav3v0pmf2ro0jgj503yblolkunwbvlmjh5h5qdomrsa,"invalid deck: range(0, 51)",0
6,699466,80,yk0iv3 ytltzo5,surveyed tripping ritalin lineup aspects latency sum edd checksum vandalism der,0
6,699466,80,zgsvuo88v2bd1wys15,PARTIAL: SJT VU3V 06262025,0
6,699466,80,rkddqgydln4g2hm07u6,dmyqcouxzf473xlm43uvt8ect0yvdgp1dh022fg1vrqal6c9.5m,0
6,699466,80,abhjofksf42mu9g2264,@semifranticprolativelydacryuriaaccentualpreposition,0
6,699466,80,lvti xl8y58,NULL,0
6,699466,80,v6nf9kbvyy84yapdcqddbhaqbptwumjk st80np22hac,"invalid deck: range(0, 51)",0
6,699466,80,dx9nkjt0 0gretz6oeie1318o3j,6lte6lte6kof vue6usjy9d.joxck.m5i1ycv,0
6,699466,80,0dz0z7t3sneagii4zbu2yhv,9yq.4omq6.kwzk91i6l8w..gu urs6ohnt33rmim7mfi6ym.fnprcq435,0
6,699466,80,evgz06,ygjqecz6ipjviu0hppvxr1xefpiftvrubnjr2ao1i0b  mymw.h5ymxnf,0
6,699466,80,qe9bc071 sisqy8z b0mext5wxs ltnmk77b46,PARTIAL: @sequoyaursukrevaluation,0
6,699466,80,eknk0uu aa0h2y2ixnf0wub6apextemau8h67ml5nq5pe,"invalid deck: range(0, 51)",0
6,699466,80,zketcrmd5q0xxonqk79kr1k0pqdmju9j9uxgoer9,cl,0
6,699466,80,plkvf5yozo 0j888hs0sy1zp,PARTIAL: XSD 9KC5 01142025,0
6,699466,80,4b3xw38242a2ax3lz2p3wu 0da2 095er2fu26t,55bpebpq9xgcg8b3hez1flcy3rdbevjbu1p0scebgliiovpxsewknumxs5s7q2u7,0
6,699466,80,f0d1exv2lqf8m6rntui,NULL,0
6,699466,80,vdfp1ei31hcuasuev65jtii4fzolb2h0tork,NULL,0
